date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:34:18	4065/4065	---M--	200	added ('OK')	image/png	etag:%22fe1-56918af232180%22	https://preview.colorlib.com/theme/charity2/img/logo.png	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/logo.png	(from https://preview.colorlib.com/theme/charity2/)
10:34:20	13378/13378	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Apr%202018%2011:58:55%20GMT	https://preview.colorlib.com/theme/charity2/single-cause.html	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/single-cause.html	(from https://preview.colorlib.com/theme/charity2/)
10:34:21	13331/13331	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Apr%202018%2011:58:56%20GMT	https://preview.colorlib.com/theme/charity2/single-event.html	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/single-event.html	(from https://preview.colorlib.com/theme/charity2/)
10:34:22	14147/14147	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Apr%202018%2011:58:51%20GMT	https://preview.colorlib.com/theme/charity2/blog.html	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/blog.html	(from https://preview.colorlib.com/theme/charity2/)
10:34:23	14767/14767	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Apr%202018%2011:58:54%20GMT	https://preview.colorlib.com/theme/charity2/single-blog.html	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/single-blog.html	(from https://preview.colorlib.com/theme/charity2/)
10:34:25	347662/347662	---M--	200	added ('OK')	image/jpeg	etag:%2254e0e-56918ae5cc440%22	https://preview.colorlib.com/theme/charity2/img/background-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/background-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:25	133618/133618	---M--	200	added ('OK')	image/jpeg	etag:%22209f2-56918ae6c0680%22	https://preview.colorlib.com/theme/charity2/img/background-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/background-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:26	46765/46765	---M--	200	added ('OK')	image/jpeg	etag:%22b6ad-56918ad3ad980%22	https://preview.colorlib.com/theme/charity2/img/about.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/about.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:26	32646/32646	---M--	200	added ('OK')	image/jpeg	etag:%227f86-56918af3263c0%22	https://preview.colorlib.com/theme/charity2/img/post-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:28	54397/54397	---M--	200	added ('OK')	image/jpeg	etag:%22d47d-56918af50e840%22	https://preview.colorlib.com/theme/charity2/img/post-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:28	45142/45142	---M--	200	added ('OK')	image/jpeg	etag:%22b056-56918af7eaf00%22	https://preview.colorlib.com/theme/charity2/img/post-3.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-3.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:30	38210/38210	---M--	200	added ('OK')	image/jpeg	etag:%229542-56918af6f6cc0%22	https://preview.colorlib.com/theme/charity2/img/post-4.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-4.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:30	57571/57571	---M--	200	added ('OK')	image/jpeg	etag:%22e0e3-56918af9d3380%22	https://preview.colorlib.com/theme/charity2/img/post-5.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-5.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:32	52722/52722	---M--	200	added ('OK')	image/jpeg	etag:%22cdf2-56918afac75c0%22	https://preview.colorlib.com/theme/charity2/img/post-6.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-6.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:32	31746/31746	---M--	200	added ('OK')	image/jpeg	etag:%227c02-56918ae8a8b00%22	https://preview.colorlib.com/theme/charity2/img/event-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/event-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:33	12456/12456	---M--	200	added ('OK')	image/jpeg	etag:%2230a8-56918ae8a8b00%22	https://preview.colorlib.com/theme/charity2/img/event-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/event-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:34	29102/29102	---M--	200	added ('OK')	image/jpeg	etag:%2271ae-56918aeb851c0%22	https://preview.colorlib.com/theme/charity2/img/event-3.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/event-3.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:35	27624/27624	---M--	200	added ('OK')	image/jpeg	etag:%226be8-56918aeb851c0%22	https://preview.colorlib.com/theme/charity2/img/event-4.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/event-4.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:36	3026/3026	---M--	200	added ('OK')	image/jpeg	etag:%22bd2-56918ad2b9740%22	https://preview.colorlib.com/theme/charity2/img/avatar-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/avatar-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:37	2891/2891	---M--	200	added ('OK')	image/jpeg	etag:%22b4b-56918ad3ad980%22	https://preview.colorlib.com/theme/charity2/img/avatar-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/avatar-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:38	12042/12042	---M--	200	added ('OK')	image/jpeg	etag:%222f0a-56918aed6d640%22	https://preview.colorlib.com/theme/charity2/img/galery-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/galery-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:39	13108/13108	---M--	200	added ('OK')	image/jpeg	etag:%223334-56918aee61880%22	https://preview.colorlib.com/theme/charity2/img/galery-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/galery-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:40	7940/7940	---M--	200	added ('OK')	image/jpeg	etag:%221f04-56918aef55ac0%22	https://preview.colorlib.com/theme/charity2/img/galery-3.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/galery-3.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:41	9038/9038	---M--	200	added ('OK')	image/jpeg	etag:%22234e-56918aef55ac0%22	https://preview.colorlib.com/theme/charity2/img/galery-4.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/galery-4.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:42	12301/12301	---M--	200	added ('OK')	image/jpeg	etag:%22300d-56918af13df40%22	https://preview.colorlib.com/theme/charity2/img/galery-5.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/galery-5.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:43	8100/8100	---M--	200	added ('OK')	image/jpeg	etag:%221fa4-56918af13df40%22	https://preview.colorlib.com/theme/charity2/img/galery-6.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/galery-6.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:44	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642ee9e0-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:46	85582/85582	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214e4e-56918b0a099c0-gzip%22	https://preview.colorlib.com/theme/charity2/js/jquery.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/jquery.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:47	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%2290b5-56918b072d300-gzip%22	https://preview.colorlib.com/theme/charity2/js/bootstrap.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:48	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a70e-56918b0ce6080-gzip%22	https://preview.colorlib.com/theme/charity2/js/owl.carousel.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:49	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%223135-56918b0afdc00-gzip%22	https://preview.colorlib.com/theme/charity2/js/jquery.stellar.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/jquery.stellar.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:50	1110/1110	---MCZ	200	added ('OK')	application/javascript	etag:W/%22456-56918b0afdc00-gzip%22	https://preview.colorlib.com/theme/charity2/js/main.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/main.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:51	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2016%20Apr%202023%2009:34:50%20GMT	https://fonts.googleapis.com/robots.txt		(from https://preview.colorlib.com/theme/charity2/)
10:34:52	194390/194390	---M--	200	added ('OK')	image/jpeg	etag:%222f756-56918b0080340%22	https://preview.colorlib.com/theme/charity2/img/post-img.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-img.jpg	(from https://preview.colorlib.com/theme/charity2/single-cause.html)
10:34:52	3278/3278	---M--	200	added ('OK')	image/jpeg	etag:%22cce-56918afda3c80%22	https://preview.colorlib.com/theme/charity2/img/widget-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/widget-1.jpg	(from https://preview.colorlib.com/theme/charity2/single-cause.html)
10:34:53	3687/3687	---M--	200	added ('OK')	image/jpeg	etag:%22e67-56918b0174580%22	https://preview.colorlib.com/theme/charity2/img/widget-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/widget-2.jpg	(from https://preview.colorlib.com/theme/charity2/single-cause.html)
10:34:54	3422/3422	---M--	200	added ('OK')	image/jpeg	etag:%22d5e-56918b0174580%22	https://preview.colorlib.com/theme/charity2/img/widget-3.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/widget-3.jpg	(from https://preview.colorlib.com/theme/charity2/single-cause.html)
10:34:56	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:55%20GMT	https://preview.colorlib.com/theme/charity2/img/background-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/background-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:56	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:55%20GMT	https://preview.colorlib.com/theme/charity2/img/background-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/background-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:56	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:56%20GMT	https://preview.colorlib.com/theme/charity2/img/post-1.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-1.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:56	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:56%20GMT	https://preview.colorlib.com/theme/charity2/img/about.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/about.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:56	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:34:56%20GMT	https://preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.eot	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.eot	(from https://preview.colorlib.com/theme/charity2/css/bootstrap.min.css)
10:34:57	1239/1239	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22642ee9e0-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:57	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:57%20GMT	https://preview.colorlib.com/theme/charity2/img/post-4.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-4.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:57	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:57%20GMT	https://preview.colorlib.com/theme/charity2/img/post-2.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-2.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:57	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:57%20GMT	https://preview.colorlib.com/theme/charity2/img/post-6.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-6.jpg	(from https://preview.colorlib.com/theme/charity2/)
10:34:58	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:34:58%20GMT	https://preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.eot?	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regulard41d.eot	(from https://preview.colorlib.com/theme/charity2/css/bootstrap.min.css)
10:34:59	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:59%20GMT	https://preview.colorlib.com/theme/charity2/js/bootstrap.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:59	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:59%20GMT	https://preview.colorlib.com/theme/charity2/js/jquery.stellar.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/jquery.stellar.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:59	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:59%20GMT	https://preview.colorlib.com/theme/charity2/js/owl.carousel.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:34:59	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:34:59%20GMT	https://preview.colorlib.com/theme/charity2/js/jquery.min.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/jquery.min.js	(from https://preview.colorlib.com/theme/charity2/)
10:35:00	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:35:00%20GMT	https://preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.woff2	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.woff2	(from https://preview.colorlib.com/theme/charity2/css/bootstrap.min.css)
10:35:01	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:35:01%20GMT	https://preview.colorlib.com/theme/charity2/img/post-img.jpg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/img/post-img.jpg	(from https://preview.colorlib.com/theme/charity2/single-cause.html)
10:35:01	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:35:01%20GMT	https://preview.colorlib.com/theme/charity2/js/main.js	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/js/main.js	(from https://preview.colorlib.com/theme/charity2/)
10:35:01	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:35:01%20GMT	https://preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.woff	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.woff	(from https://preview.colorlib.com/theme/charity2/css/bootstrap.min.css)
10:35:02	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:35:02%20GMT	https://preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.ttf	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.ttf	(from https://preview.colorlib.com/theme/charity2/css/bootstrap.min.css)
10:35:03	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:35:03%20GMT	https://preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.svg	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/glyphicons-halflings-regular.svg	(from https://preview.colorlib.com/theme/charity2/css/bootstrap.min.css)
10:35:04	2259/2259	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Apr%202023%2009:35:04%20GMT	https://preview.colorlib.com/theme/charity2/css/owl.video.play.png	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/css/owl.video.play.png	(from https://preview.colorlib.com/theme/charity2/css/owl.carousel.css)
10:35:06	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-56918ab711600%22	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.eot?v=4.7.0	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont3e6e.eot	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
10:35:07	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-56918ab711600%22	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.eot?	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfontd41d.eot	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
10:35:07	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-56918acee8e40%22	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont3e6e.woff2	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
10:35:08	2377/2377	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2016%20Apr%202023%2009:35:08%20GMT	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont3e6e.woff2	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
10:35:09	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-56918ac653a00%22	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.woff?v=4.7.0	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont3e6e.woff	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
10:35:10	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-56918ac18eec0%22	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont3e6e.ttf	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
10:35:11	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-56918ac18eec0%22	https://preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont.svg?v=4.7.0	/home/emmanuel/desktop/projects/cloned_websites/sure%20help/preview.colorlib.com/theme/charity2/fonts/fontawesome-webfont3e6e.svg	(from https://preview.colorlib.com/theme/charity2/css/font-awesome.min.css)
